County,Public School District,School Name,School Bldg Number,Administrator,Address,City,State,Zip,Phone Number,Email Address,Web Site Address,Grade,Profit/Non-Profit,Accredited,Residential School,Special Education,Gifted,,,
Adams,Othello,Saddle Mountain School,1498,Phyllis Magden,2451 W Bench Rd,Othello,WA,99344-8901,509.760.3321,phyllismagden@yahoo.com,saddlemountainschool.com,4-12,P,,,,,,,
Benton,Richland,Sagebrush Elementary School,802Y,Samantha May,507 Wright Ave,Richland,WA,99352-3619,509.713.7322,samantha@sagebrushelementary.org,www.sagebrushelementary.org,1-6,NP,,,,,,,
Spokane,Mead,Saint George's School,8199,James Tender,2929 W Waikiki Rd,Spokane,WA,99208-9209,509.466.1636,jamie.tender@sgs.org,www.sgs.org,K-12,NP,NAIS,,,,,,
Spokane,Spokane,Salish School of Spokane,803U,LeRae Wiley,"4125 N Maple St
(Mail: PO Box 10271  
Spokane 99209-1271)",Spokane,WA,99205-1353,509.325.2018,larae@salishschoolofspokane.org,www.salishschoolofspokane.org,K-6,NP,,,,,,,
Skagit,Anacortes,Salish Sea Deaf School,804G,Maria Christianson,715 Seafarers Way  Suite 102,Anacortes,WA,98221-2257,360.419.6946,maria@salishseadeafschool.org,www.salishseadeafschool.org,K-12,NP,,,Yes,,,,
San Juan,Orcas Island,Salmonberry School,8636,Paul Freedman,"867 N Beach Rd                          
(Mail: PO Box 1197               
Eastsound 98245-1197)",Eastsound,WA,98245-9711,360.376.6310,head@salmonberryschool.org,salmonberryschool.org,K-6,NP,NWAIS,,,,,,
Pierce,Puyallup,Salvation Christian Academy (formerly Slavic Christian Academy--Edgewood 2014),1493,Vadim Hetman,10622 8th St E,Edgewood,WA,98372-1133,253.952.7163,"vhetman@ncek12.com
salvationacademy@ncek12.com",www.ncek12.com,K-12,NP,NWAC,,,,,,
Pierce,Tacoma,Seabury School,8907,Sandra Wollum,1801 NE 53rd St,Tacoma,WA,98422-1916,253.952.3111,sandiw@seabury.org,www.seabury.org,P-5,NP,NWAC,,,Yes,,,
Pierce,Tacoma,Seabury School--Middle School Campus,800M,Sandra Wollum,"925 Court C 
(Mail:  1801 NE 53rd St                          
 Tacoma 98422-1916)",Tacoma,WA,98402-3603,253.604.0042,sandiw@seabury.org,www.seabury.org,6-8,NP,NAIS,,,,,,
King,Seattle,Seattle Academy of Arts/Sciences,8761,Joseph Puggelli,1201 E Union St,Seattle,WA,98122-3925,206.323.6600,jpuggelli@seattleacademy.org,www.seattleacademy.org,6-12,NP,NAIS,,,,,,
King,Seattle,Seattle Amistad School,802H,Farin Houk,1625 19th Ave,Seattle,WA,98122-2848,206.330.6373,farin.houk@seattleamistadschool.org,seattleamistadschool.org,P-5,NP,,,,,,,
King,Seattle,Seattle Area German American School,801A,Elke Robshaw,11010 Greenwood Ave N,Seattle,WA,98133-8739,206.442.2023,elke.robshaw@sagaschool.org,www.sagaschool.org,P-5,NP,,,,,,,
King,Highline,Seattle Christian School,8084,Laird Leavitt,18301 Military Rd S,Seattle,WA,98188-4684,"206.246.8241
206.438.5404",lleavitt@seattlechristian.org,www.seattlechristian.org,K-12,NP,ACSI,,,,,,
King,Seattle,Seattle Classical Christian School,803R,Luke Davis,1013 8th Ave,Seattle,WA,98104-1222,206.588.6403,ldavis@seattleclassicalchristianschool.org,www.seattleclassicalchristianschool.org,P-6,NP,,,,,,,
King,Seattle,Seattle Country Day School,8085,Michael G. Murphy,2619 4th Ave N,Seattle,WA,98109-1903,206.284.6220,michaelmurphy@seattlecountryday.org,www.seattlecountryday.org,K-8,NP,NAIS,,,Yes,,,
King,Seattle,Seattle Girls School,8500,Brenda Leaks,2706 S Jackson St ,Seattle,WA,98144-2442,206.709.2228,bleaks@seattlegirlsschool.org,www.seattlegirlsschool.org,5-8,NP,NAIS,,,,,,
King,Seattle,Seattle Hebrew Academy,8057,Rivy Poupko Kletenik,1617 Interlaken Dr E,Seattle,WA,98112-3499,206.323.5750,lminkin@sha613.org,www.seattlehebrewacademy.org,P-8,NP,NAIS,,Yes,Yes,,,
King,Seattle,Seattle Jewish Community School,8017,Heidi Stangvik,12351 8th Ave NE,Seattle,WA,98125-4805,206.522.5212,hstangvik@sjcs.net,www.sjcs.net,K-5,NP,NWAIS,,,,,,
King,Seattle,Seattle Lutheran High School,8455,Dave Meyer,4100 SW Genesee St,Seattle,WA,98116-4216,206.937.7722,"dmeyer@seattlelutheran.org
mhenderson@seattlelutheran.org ",www.seattlelutheran.org,9-12,NP,NLSA,,,,,,
King ,Highline,Seattle Mini Medical School,804W,Tan Lam,"2400 S 240th St
(Mail 14616 26th Ln S
SeaTac WA 98168-4200)",Des Moines,WA,98196-2714,206.319.6063,tanlam@minimedicalschool.org,www.minimedicalschool.org,6-12,NP,,,,,,,
King,Seattle,Seattle Nativity School,802Z,Edward Nelson,"2800 S Massachusetts St
(Mail: PO Box 20730
Seattle WA 98102-1730)",Seattle,WA,98144-3870,206.494.4708,"jmcdougall@seattlenativity.org
nelson@seattlenativity.org",www.seattlenativity.org,6-8,NP,,,,,,,
King,Seattle,Seattle Preparatory School (Formerly Seattle Prep/Matteo Ricci College [2014]),8059,Erin Luby,2400 11th Ave E,Seattle,WA,98102-4016,206.577.2105,eluby@seaprep.org,www.seaprep.org,9-12,NP,NWAC,,,,,,
King,Seattle,Seattle Urban Academy,8940,Sharon Okamoto,3800 S Othello St,Seattle,WA,98118-3562,206.723.0333,sokamoto@sua.org,www.sua.org,9-12,NP,NWAC,,,,,,
King,Seattle,Seattle Waldorf School,8628,Tracy Bennett,2728 NE 100th St,Seattle,WA,98125-7712,206.524.5320,tracy.bennett@seattlewaldorf.org,www.seattlewaldorf.org,P-12,NP,AWSNA,,,,,,
King,Seattle,Seattle Waldorf High School,Satelitte of SWS,Tracy Bennett,7400 Sandpoint Way,Seattle,WA,98115-8186,,tracy.bennett@seattlewaldorf.org,www.seattlewaldorf.org,9-12,,AWSNA,,,,,,
Clark,Battle Ground,Seton Catholic College Preparatory High School,800N,Ed Little,9000 NE 64th Ave,Vancouver,WA,98665-8212,360.258.1932,elittle@setonhigh.org,www.setonhigh.org,9-12,NP,WCEA,,,,,,
Mason,Shelton,Shelton Valley Christian School,8123,Melissa Hammond,"201 W Shelton Valley Rd 
(Mail: PO Box 773
Shelton 98584-0773)",Shelton,WA,98584-8722,360.426.4198,"MelissaRoseHammond@yahoo.com
svcsprincipal@gmail.com",www.sheltonvalleychristianschool.com,K-8,NP,SDA,,,,,,
King,Shoreline,Shoreline Christian School,8105,Timothy E. Visser,2400 NE 147th St,Seattle,WA,98155-7395,206.364.7777,admin@shorelinechristian.org,www.shorelinechristian.org,P-12,NP,CSI,,,,,,
King,Highline,Shorewood Christian School,8523,David Glass,10300 28th Ave SW,Seattle,WA,98146-1211,206.933.1056,david.glass@shorewoodchristian.org,shorewoodchristianschool.org,P-8,NP,,,,,,,
Kitsap,North Kitsap,Silverwood School,8816,Jon Torgerson,14000 Central Valley Rd NW,Poulsbo,WA,98370-8146,360.697.7526,Jon.Torgerson@silverwoodschool.org,www.silverwoodschool.org,K-6,NP,,,,,,,
Skagit,Burlington-Edison,Skagit Adventist Academy (formerly Skagit Adventist School 2011),8151,Aubrey Fautheree,530 N Section St             ,Burlington,WA,98223-1568,360.755.9261,afautheree@skagitadventist.com,www.skagitadventist.com,P-12,NP,SDA,,,,,,
Clark,Vancouver,Skinner Elementary Montessori School  (formerly Skinner Montessori School) (2009),8975,Peggy E Skinner (Nikki),5001 NE 66th Ave,Vancouver,WA,98661-2465,360.696.4862,nikki@skinnermontessori.com,www.skinnermontessori.com,P-6,NP,,,,,,,
Snohomish,Monroe,Sky Valley Adventist School,804H,Crysti Wallace,200 Academy Way,Monroe,WA,98272-2000,"206.852.7469
360.794.7655",crystal.v.wallace@gmail.com,www.skyvalleyschool.org,K-8,NP,SDA,,,,,,
Benton,Kennewick,Skylar Education Academy,805M,Allisen Yolanda Paez,7535 W Kennewick Ave  Suite G,Kennewick,WA,99336-7784,360.870.7028,officeskylar@gmail.com,,P-12,,,,,,,,
Clark,Evergreen 114,Slavic Christian Academy-Vancouver,801M,Andrey Dolbinin,"16807 NE 4th Plain Blvd                  
(Mail: 15407 NE 84th St                           
Vancouver 98682-9482)",Vancouver,WA,98682-5142,360.896.2602,slavicacademy@yahoo.com,www.slavicacademy.org,P-8,NP,NWAC,,,,,,
King,Northshore,Sno-King Academy ,1489,Dr Alice Westcott,"10816 NE 152nd                     
(Mail: 23104 - 80th Pl W                               
Edmonds 98026-8715)",Bothell ,WA,98011-4835,425.697.4021,snokingacad@aol.com,,3-12,P,,,,,,,
King,Issaquah,Snoqualmie Springs School,8304,Joe Drovetto,25237 SE Issaquah-Fall City Rd,Issaquah,WA,98029-7706,425.392.1196,snosprings@yahoo.com,www.snosprings.com,P-3,P,NWAC,,,Yes,,,
Snohomish,Edmonds,Solomon International School (formerly Solomon Christian Sch 2016),8983,Richard Lee,9506 7th Ave SE,Everett,WA,98208-3707,425.640.9000,rlee@solomonschool.com,www.solomonschool.com,7-12,P,,,,,,,
King,Belleuve,Solve for (X) School,804X,David Elliott,13500 Bel-Red Road  Suite 7A,Bellevue,WA,98005,206.250.8687,david@solveforxschool.org,www.solveforxschool.org,P-8,NP,,,,,,,
Clark,Vancouver,Sonshine Christian Elementary,802I,Rosemary Warner,11208 NE Hazel Dell Ave,Vancouver ,WA,98685-3957,360.574.5307,rosemarywarner@sonshinechristian.org,sonshinechristian.org,K-5,NP,NWAC,,,,,,
King,Federal Way,Sound Preparatory Academy (formerly Xceed Prep School 2016),805D,Glyn Jenkins,30168 25th Ave SW,Federal Way,WA,98023-2354,253.312.4014,headofschool@soundprep.org,www.xceedprep.org,6-12,NP,,,,,,,
King,Seattle,Sound View Education dba Sterling West Seattle Campus (2011),801B,Ryan Gracey,9205 3rd Ave SW,Seattle,WA,98106-3106,206.214.1011,ryangracey.home@gmail.com,sterlinged.org,3-12,NP,,,,,,,
Snohomish,Edmonds,Soundview School (formerly Soundview Private Schl 2008),8678,Chris Watson,6515 196th St SW,Lynnwood,WA,98036-5921,425.778.8572,cwatson@soundview.org,www.soundview.org,P-8,NP,,,,,,,
Pierce,Tacoma,South Sound Christian Schools-Tacoma Baptist Campus (New Hope Campus combined with Tacoma in 2015-16),8144,Brad McCain,2052 S 64th St,Tacoma,WA,98409-6899,253.475.7226,bmccain@tacomabaptist.org,www.southsoundchristian.org,P-12,NP,ACSI,,,,,,
Spokane,Spokane,Southside Christian School,8502,Karen Hoiland,401 E 30th Ave,Spokane,WA,99203-2590,509.838.8139,hoiland@southsidechristianschool.org,southsidechristianschool.org,P-8,NP,,,Yes,,,,
Clark,Vancouver,Southwest Washington Learning Center,804I,Debra Rinell,1020 NE 86th St,Vancouver,WA,98665-8915,360.573.7007,debra.rinell@swlearns.com,www.swlearns.com,P-1,P,,,,,,,
Clark,Camas,Spanish with Sarah,801X,Sarah Segall,2204 NE Birch St,Camas,WA,98607-1407,360.990.1585,sarah@segallgirls.com,wwww.spanishwithsarah.com,P-4,P,,,,,,,
King,Bellevue,Spectrum Academy (formerly Spectrum Learning Community  2008),8505,Uzma Butte,2576 152nd Ave NE,Redmond,WA,98052-0702,425.885.2345,ubutte@hotmail.com,www.SpectrumAcademy.us,P-1,P,,,,,,,
Spokane,Orchard Prairie,Spokane Christian Academy,8687,Cheryl Gade,8909 E Bigelow Gulch Rd,Spokane,WA,99217-9559,509.924.4888,cherylg@scs-spokane.org,www.scs-spokane.org,K-8,NP,,,,,,,
Spokane,Central Valley,Spokane Valley Adventist School,8202,Darla Shupe,1603 S Sullivan Rd,Spokane Valley,WA,99037-9012,509.926.0955,darla@pascosda.com,www.svas4him.com,K-8,NP,,,,,,,
Spokane,Spokane,Spokane Windsong School,802J,Breann Treffry,4225 W Fremont Rd,Spokane,WA,99224-5254,509.326.6638,admin@spokanewindsongschool.org,www.spokanewindsongschool.org,K-6,NP,,,,,,,
King,Seattle ,Spring Academy,802N,Robert Hauser,"9725 3rd Ave NE  Suite 125
(Mail: PO Box 615
Bellevue WA 98009)",Seattle,WA,98125-6111,206.363.3600,rob@springacademy.com,www.springacademy.com,6-12,P,NWAC,,Yes,Yes,,,
San Juan,San Juan,Spring Street International School,8116,Louis Prussack,505 Spring St,Friday Harbor,WA,98250-8057,360.378.6393,lprussack@springstreet.org,www.springstreet.org,5-12,NP,NWAC,,,,,,
King,Seattle,Spruce Street School,8704,Briel M Schmitz,914 Virginia St,Seattle,WA,98101-1426,206.621.9211,briels@sprucestreetschool.org,www.sprucestreetschool.org,K-5,NP,NAIS,,,,,,
Spokane,Spokane,St. Aloysius Catholic School,8188,Angela (Angie) Krauss,611 E Mission Ave,Spokane,WA,99202-1917,509.489.7825,akrauss@dioceseofspokane.org,www.stalsschool.org,P-8,NP,WCEA,,Yes,Yes,,,
King,Seattle,St. Alphonsus School,8061,Matt Eisenhauer,5816 15th Ave NW,Seattle,WA,98107-3096,206.782.4363,principal@stalseattle.org,www.stalseattle.org,P-8,NP,WCEA,,Yes,Yes,,,
King,Seattle,St. Anne School,8062,Mary Sherman,101 W Lee St,Seattle,WA,98119-3321,206.282.3538,msherman@stannesea.org,www.stannesea.org,P-8,NP,WCEA,,,,,,
King,Renton,St. Anthony School,8089,Michael Cantu,336 Shattuck Ave S,Renton,WA,98057-2499,425.255.0059,Cantu@sasr.org,www.sasr.org,P-8,NP,WCEA,,,,,,
Walla Walla,Walla Walla,St. Basil Academy of Classical Studies  ,1452,Matthew Barnett,2346 S Wilbur,Walla Walla,WA,99362-9746,509.525.9380,"barnett@saintbasilacademy.net
headmaster@saintbasilacademy.net",www.saintbasilacademy.net,K-8,NP,,,,,,,
King,Seattle,St. Benedict School,8063,Brian Anderson,4811 Wallingford Ave N,Seattle,WA,98103-6899,206.633.3375,b.anderson@stbens.net,www.stbens.net,P-8,NP,WCEA,,Yes,Yes,,,
King,Highline,St. Bernadette School,8086,Carol Mendoza,1028 SW 128th St,Seattle,WA,98146-3198,206.244.4934,cmendoza@stbernadettesea.org,www.stbernadettesea.org,P-8,NP,WCEA,,,,,,
King,Northshore,St. Brendan School,8113,Brian Bradish,10049 NE 195th St,Bothell,WA,98011-2931,425.483.8300,brianb@school.saintbrendan.org,www.saintbrendan.org,P-8,NP,WCEA,,,,,,
King,Seattle,St. Catherine School,8064,Pam Schwartz,8524 8th Ave NE,Seattle,WA,98115-3099,206.525.0581,pschwartz@stcatherineschool.net,www.stcatherineschool.net,P-8,NP,WCEA,,,,,,
Kitsap,Bainbridge Island,St. Cecilia Catholic School (formerly St. Cecilia Elem School  2012),8624,Susan Kilban,1310 Madison Ave,Bainbridge Island,WA,98110-1898,206.842.2017,skilbane@saintceciliaschool.org,www.saintceciliaschool.org,P-8,NP,WCEA,,,,,,
Pierce,Tacoma,St. Charles Borromeo School,8141,Brian Bradish,7112 S 12th St,Tacoma,WA,98465-1797,253.564.5185,bbradish@stcharlesb.org,www.stcharlesb.org,P-8,NP,WCEA,,,,,,
Spokane,Spokane,St. Charles School,8192,Joan Veokler,4515 N Alberta St,Spokane,WA,99205-1598,509.327.9575,jvoelker@stcharlesspokane.com,www.stcharlesspokane.com,P-8,NP,WCEA,,,,,,
King,Seattle,St. Edwards School,8065,Mary B. Lundeen,4200 S Mead St,Seattle,WA,98118-2795,206.725.1774,mlundeen@saintedwardseattle.org,www.saintedwardseattle.org,P-8,NP,WCEA,,,,,,
Pierce,Clover Park,St. Frances Cabrini School,8148,Monica Des Jarlais,5621 108th St SW,Lakewood,WA,98499-2205,253.584.3850,mdesjarlais@cabrinischool.org,www.cabrinischool.org,P-8,NP,WCEA,,,,,,
King,Highline,St. Francis of Assisi School,8087,Rosemary Leifer,"15216 21st Ave SW
 (Mail: PO Box 870
Seahurst WA 98062-0870)",Burien,WA,98166-2008,206.243.5690,rleifer@stfoa.org,www.stfoa.org,K-8,NP,WCEA,,,,,,
Benton,Prosser,St. Francis Preparatory School,804Y,Peter Tran,"1904 Highland Dr
(Mail: 2001 Paterson Rd
Prosser WA 99350-1596)",Prosser,WA,99350-1595,509.396.8586,trandvm@yahoo.com,www.webline1.com,9-12,NP,,,Yes,,,,
King,Seattle,St. George School,8067,Monica Wingard,5117 13th Ave S,Seattle,WA,98108-2309,206.762.0656,mwingard@saintgeorgeseattle.org,www.saintgeorgeseattle.org,P-8,NP,AESD,,,,,,
Yakima,Yakima,St. John of Kronstadt Orthodox Christian School  (formerly St. John of Kronstadt Orthodox Christian Church School) (2009),8643,Bethany Forsyth,706 Stewart St,Yakima,WA,98902-4473,509.452.0177,admin@stjohnkronstadt.org,www.stjohnkronstadt.org,K-7,NP,,,,,,,
King,Seattle,St. John School,8069,Bernadette O'Leary,120 N 79th St,Seattle,WA,98103-4688,206.783.0337,boleary@stjohnsea.org,www.st-johnschool.org,P-8,NP,WCEA,,,,,,
Spokane,Central Valley,St. John Vianney School,8205,Sonia Flores-Davis,501 N Walnut Rd,Spokane,WA,99206-3899,509.926.7987,sfloresdavis@dioceseofspokane.org,www.st.johnvianney.com,P-8,NP,WCEA,,,,,,
King,Issaquah,St. Joseph Catholic School of Issaquah,8282,Peg Johnston,220 Mountain Park Blvd,Issaquah,WA,98027-3647,425.313.9129,pjohnston@sjsissaquah.org,www.sjsissaquah.org,P-8,NP,WCEA,,Yes,,,,
King,Snoqualmie,St. Joseph Catholic School--Snoqualmie Campus,805N,Peg Johnston,"38645 SE Newton St
(Mail: 220 Mountain Park Blvd
Issquah WA 98027-3610)",Snqoualmie,WA,98065,425.888.9130,pjohnston@sjsissaquah.org,www.sjsissaquah.org,4-8,NP,WCEA,,,,,,
Yakima,Yakima,St. Joseph Marquette Middle School,8230,Gregg Pleger,202 N 4th St,Yakima,WA,98901-2426,509.575.5557,Gpleger@sjmms.org,www.sjmms.org,P-8,NP,,,,,,,
Clark,Vancouver,St. Joseph School,8010,Mary Ellen LaRose,6500 Highland Dr,Vancouver,WA,98661-7637,360.696.2586,maryellenl@stjoevanschool.org,www.stjoevanschool.org,P-8,NP,WCEA,,,,,,
King,Seattle,St. Joseph School,8070,Patrick Fennessy,700 18th Ave E,Seattle,WA,98112-3900,206.329.3260,pfennessy@stjosephsea.org,www.stjosephsea.org,K-8,NP,WCEA,,,,,,
Lewis,Chehalis,St. Joseph School,8120,Carissa Talley,123 SW 6th St,Chehalis,WA,98532-3203,360.748.0961,ctalley@stjoeschehalis.org,www.stjoeschehalis.com,P-8,NP,WCEA,,,,,,
Benton,Kennewick,St. Joseph's School,8002,Kathleen Cleary,901 W 4th Ave,Kennewick,WA,99336-5535,509.586.0481,kcleary@stjoseph-kennewick.org,stjoseph-kennewick.org,P-8,NP,,,,,,,
Chelan,Wenatchee ,St. Joseph's School,8004,Sr. Olga Cano,600 Saint Joseph Pl,Wenatchee,WA,98801-6299,509.663.2644,"olga.cano@yakimadiocese.org
sr.cano@saintjosephcatholicschool.org",www.saintjosephcatholicschool.org,P-5,NP,,,,,,,
King,Bellevue,St. Louise School,8094,Dan Fitzpatrick,133 156th Ave SE,Bellevue,WA,98007-5399,425.746.4220,Danf@stlouiseschool.org,www.stlouiseschool.org,P-8,NP,WCEA,,,,,,
King,Shoreline,St. Luke School,8103,Richard Boyle,17533 Saint Luke Pl N,Shoreline,WA,98133-4799,206.542.1133,boyler@stlukeshoreline.org,www.stlukeshoreline.org,P-8,NP,WCEA,,Yes,,,,
King,Bellevue,St. Madeleine Sophie School,1434,Daniel Sherman,4400 130th Pl SE,Bellevue,WA,98006-2014,425.747.6770,dsherman@stmadsophie.org,www.smsbellevue.org,P-8,NP,WCEA,,Yes,Yes,,,
King,Shoreline,St. Mark School,8104,Kathryn Palmquist-Keck,18033 15th Pl NE,Shoreline,WA,98155-3894,206.364.1633,principal@stmss.org,stmss.org,P-8,NP,WCEA,,,,,,
Snohomish,Everett,St. Mary Magdalen School,8159,Zack Cunningham,8615 7th Ave SE,Everett,WA,98208-2043,425.353.7559,zcunningham@stmarym.org,www.stmarym.org,P-8,NP,WCEA,,,,,,
Grays Harbor,Aberdeen,St. Mary School,8022,Nicole St. Mary-Franson,518 North H St,Aberdeen,WA,98520-4012,360.532.1230,"principal@saintmaryschool.org
nfranson@saintmaryschool.org",www.saintmaryschool.org,P-8,NP,WCEA,,,,,,
Pierce,Bethel,St. Mary's Academy,1414,Sr. Mary Petra,757 138th St S,Tacoma,WA,98444-3468,253.537.6281,lumenchristi33@gmail.com,www.stmarys-parish.org,K-9,NP,,,,,,,
Spokane,Central Valley,St. Mary's Catholic School,8201,Lauri Nauditt,14601 E 4th Ave,Spokane,WA,99216-2194,509.924.4300,lnauditt@dioceseofspokane.org,www.stmarysspokane.org,P-8,NP,WCEA,,,,,,
Spokane,Spokane,St. Matthew Lutheran School,8293,Patrick Cortright,6917 N Country Homes Blvd,Spokane,WA,99208-4216,509.327.5601,principal@stmatthewspokane.org,stmatthewspokane.org,P-8,NP,,,,,,,
King,Seattle,St. Matthew School,8073,Karen Herlihy,1230 NE 127th St,Seattle,WA,98125-4021,206.362.2785,kherlihy@stmattschool.org,www.stmattschool.org,P-8,NP,WCEA,,,,,,
Snohomish,Snohomish,St. Michael Catholic School,1473,Dr. Karen Matthews,1514 Pine Ave,Snohomish,WA,98290-1826,360.568.0821 x 104,Principal@smpschool.org,www.smpschool.org,P-8,NP,WCEA,,,,,,
Thurston,Olympia,St. Michael School,8210,Connor Geraghty,1204 11th Ave SE,Olympia,WA,98501-1627,360.754.5131,cgeraghty@stmikesolympia.org,http://stmikesolympia.org,P-8,NP,WCEA,,,,,,
Spokane,Orchard Prairie,St. Michael's Academy,8312,Sr. Marie Vianney ,8500 N St Michael's Rd,Spokane,WA,99217-9333,509.467.0986 x 118,srmvianney@cmri.org,www.stmichaelsacademy.org,K-12,NP,,,,,,,
King,Mercer Island,St. Monica Parish School (formerly St. Monica School  2014),8081,Anca Wilson,4320 87th Ave SE,Mercer Island,WA,98040-4128,206.232.5432,awilson@stmonicasea.org ,www.stmonicasea.org,P-8,NP,NWAC,,,,,,
Pierce,Peninsula,St. Nicholas School,8161,Amy Unruh,3555 Edwards Dr,Gig Harbor,WA,98336-1163,253.858.7632,aunruh@sncsgh.org,www.stnicholascs.org,P-8,NP,WCEA,,,,,,
Franklin,Pasco,St. Patrick School,8018,Kristine Peugh,1016 N 14th Ave,Pasco,WA,99301-4191,509.547.7261,principal@stpatspasco.org,www.stpatspasco.org,K-8,NP,WCEA,,,,,,
Pierce,Tacoma,St. Patrick School,8143,Christopher Gavin,1112 North G St,Tacoma,WA,98403-2518,253.272.2297,cgavin@saintpats.org,www.saintpats.org,P-8,NP,WCEA,,,,,,
King,Seattle,St. Paul School,8075,Betsy Kromer McCormick,10001 57th Ave S,Seattle,WA,98178-2299,206.725.0780,bkromer@seattlestpaul.org,www.seattlestpaul.org,P-8,NP,WCEA,,,,,,
Whatcom,Bellingham,St. Paul's Academy  ,Satiillite of St. Paul's,James Estill,3000 Northwest Ave,Bellingham,WA,98225-1607,360.733.1750,jestill@sp-academy.org,sp-academy.org,,NP,,,,,,,
Whatcom,Bellingham,St. Paul's Academy  (formerly St. Paul Episcopal School) (2009),802K,James Estill.,1509 E Victor Street ,Bellingham,WA,98225-1639,360.733.1750,jestill@sp-academy.org,www.sp-academy.org,P-12,NP,NWAC,,,,,,
Chelan,Wenatchee ,St. Paul's Lutheran School,8915,Tara Breidert,"312 Palouse St                               
(Mail: PO Box 2219                   
Wenatchee WA 98807-2219)",Wenatchee,WA,98801-2641,509.662.4757,principalstpaul@nwi.net,www.stpaulslutheranschool.com,P-5,NP,,,,,,,
King,Highline,St. Philomena School,8646,Dr. Stephen Morissette,1815 S 220th St,Des Moines,WA,98198-7998,206.824.4051,smorissette@stphil.com,www.stphilomenaschool.com,P-8,NP,WCEA,,,,,,
Snohomish,Edmonds,St. Pius X School,8168,Clinton Parker,22105 58th Ave W,Mountlake Terrace,WA,98043-3898,425.778.9861,cparker@stpx.org,www.stpx.org,P-8,NP,WCEA,,,,,,
Grant,Ephrata,St. Rose of Lima School,8021,Stefanie Bafus,520 Nat Washington Way,Ephrata,WA,98823-2287,509.754.4901,sbafus@saintroseschool.org,www.saintroseschool.org,P-6,NP,,,Yes,,,,
Cowlitz,Longview,St. Rose School,8015,Cathy Strader,720 26th Ave,Longview,WA,98632-1856,360.577.6760,cstrader@strose-school.org,www.strose-school.org,P-8,NP,WCEA,,,,,,
King,Seattle,St. Therese Catholic Academy (formerly St. Therese School  2012),8076,Matthew DeBoer,900 35th Ave,Seattle,WA,98122-5299,206.324.0460,"mdeboer@stcaseattle.org
thagemann@sttheresesea.org",www.stcaseattle.org,P-8,NP,WCEA,,,,,,
Snohomish,Edmonds,St. Thomas More School,8169,"Teresa Fewel, Principal",6511 176th St SW,Lynnwood,WA,98037-2929,425.743.4242,Terri.Fewel@stms.org,www.stms.org,P-8,NP,WCEA,,,,,,
Spokane,Mead,St. Thomas More School,8200,Deacon Douglas P Banks,515 W St Thomas More Way,Spokane,WA,99208-6026,509.466.3811,dougbanks@thomasmorespokane.org,www.thomasmorespokane.org,P-8,NP,WCEA,,,,,,
King,Bellevue,St. Thomas School (formerly St. Thomas Day School   2011),8095,Dr. Kirk Wheeler,8300 NE 12th St,Medina,WA,98039-3100,425.454.5880,"kirk.wheeler@stthomasschool.org
HoS@stthomasschool.org",www.stthomasschool.org,P-8,NP,NWAIS,,,,,,
King,Federal Way,St. Vincent De Paul School,8077,Wanda Stewart,30527 8th Ave S,Federal Way,WA,98003-4100,253.839.3532,stv-stew@msn.com,www.stvs.org,P-8,NP,WCEA,,,,,,
Lincoln,Odessa,Stahlville School,8595,Ana Lobe,"33 E Snowden Rd                        
(Mail: 1485 BN Hoffman Rd          
Ritzville 99169-8723)",Odessa,WA,99159-9745,509.659.0108,amklobe@hotmail.com,,K-12,NP,,,,,,,
Snohomish,Edmonds,Stella Maris Academy,801S,Ingrid Marlow,"410 4th Ave N                             
(Mail:  PO box 842                      
Edmonds WA 98024-0842)",Edmonds,WA,98020-3119,360.731.8764,stellamarisacademywa@gmail.com,https://sites.google.com/site/stellamarisacademywa0/,1-11,NP,,,,,,,
San Juan,San Juan,Stillpoint School,1475,Margaret Hodgkin,"775 Park St                                  
(Mail: PO Box 576                           
Friday Harbor 98250-0576)",Friday Harbor,WA,98250-9609,360.378.2331,hodgkins@rockisland.com,www.StillpointSchool.org,K-6,NP,,,,,,,
Snohomish,Mukilteo,Sulamita Christian School,803V,Vida Smith,12420 Evergreen Dr,Mukilteo,WA,98275-5708,425.298.7676,VidaMSmith@hotmail.com,www.sulamitachristianschool.com,P-12,NP,,,,,,,
Spokane,Mead,Summit Christian Academy (former Slavic Christian Acad--Spokane  2014) ,1494,Yuliya Tarasov,8913 N Nettleton Ln                                  ,Spokane,WA,99206-8001,888.924.4618 x 202,"summitacademy@ncek12.com
esolodyankin@ncek12.com",www.ncek12.com,P-12,NP,NWAC,,,,,,
King,Snoqualimie Valley,Summit Classical Christian School,1479,Dr. Timothy Orton,32725 SE 42nd St       ,Fall City,WA,98024-8728,425.222.0564,"timothyorton@summitclassical.org
headmaster@summitclassical.org",www.summitclassical.org,P-10,NP,,,,,,,
Jefferson,Chimacum,Sunfield Waldorf School (formerly Sunfield Farm School-2011),801C,Beth Ann O'Dell,"111 Sunfield Ln                             
(Mail: PO Box 85                         
Port Hadlock  98339-0085)",Port Hadlock,WA,98339,360.385.3658,bodell@sunfieldfarm.org,www.sunfieldfarm.org,P-8,NP,AWSNA,,,,,,
Yakima,Sunnyside,Sunnyside Christian School,8235,Gary Kamps,811 North Ave,Sunnyside,WA,98944-1194,509.837.3044,gary.kamps@sunnysidechristianschool.org,www.sunnysidechristianschool.org,P-8,NP,,,,,,,
